Date,Open,High,Low,Close,Adj Close,Volume,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,RSI_14,MACD,MACD_signal,MACD_hist,BB_upper,BB_middle,BB_lower,STOCH_k,STOCH_d,ticker
2020-06-18,10.75,11.5,10.699999809265137,10.803999900817871,10.803999900817871,474700,,,,,,,,,,,,,,,,OPEN
2020-06-19,11.399999618530273,11.399999618530273,10.829999923706055,10.930000305175781,10.930000305175781,57400,,,,,,,,,,,,,,,,OPEN
2020-06-22,11.109999656677246,12.824999809265137,10.899999618530273,11.359999656677246,11.359999656677246,529800,,,,,,,,,,,,,,,,OPEN
2020-06-23,11.649999618530273,12.229999542236328,11.25,11.609999656677246,11.609999656677246,321700,,,,,,,,,,,,,,,,OPEN
2020-06-24,11.859999656677246,11.859999656677246,11.149999618530273,11.25,11.25,214800,11.190799903869628,,,,,,,,,,,,,,,OPEN
2020-06-25,11.119999885559082,11.399999618530273,11.119999885559082,11.369999885559082,11.369999885559082,217800,11.303999900817871,,,,,,,,,,,,,,,OPEN
2020-06-26,11.640000343322754,11.640000343322754,11.100000381469727,11.279999732971191,11.279999732971191,104100,11.373999786376952,,,,,,,,,,,,,,,OPEN
2020-06-29,11.390000343322754,12.069999694824219,11.359999656677246,11.680000305175781,11.680000305175781,306000,11.43799991607666,,,,,,,,,,,,,,,OPEN
2020-06-30,12.09000015258789,12.09000015258789,11.600000381469727,11.75,11.75,395400,11.465999984741211,,,,,,,,,,,,,,,OPEN
2020-07-01,11.75,11.800000190734863,11.609999656677246,11.609999656677246,11.609999656677246,264200,11.53799991607666,11.364399909973145,,,,,,,,,,,,,,OPEN
2020-07-02,11.75,11.75,11.460000038146973,11.479999542236328,11.479999542236328,228200,11.55999984741211,11.43199987411499,,,,,,,,,,,,,,OPEN
2020-07-06,11.75,11.75,11.399999618530273,11.399999618530273,11.399999618530273,277900,11.583999824523925,11.478999805450439,,,,,,,,,,,,,,OPEN
2020-07-07,11.75,11.75,11.300000190734863,11.399999618530273,11.399999618530273,220100,11.527999687194825,11.482999801635742,,,,,,,,,,,,,,OPEN
2020-07-08,11.569999694824219,11.569999694824219,11.300000190734863,11.449999809265137,11.449999809265137,206400,11.46799964904785,11.466999816894532,,,,,,,,,,,,,,OPEN
