Date,Open,High,Low,Close,Adj Close,Volume,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,RSI_14,MACD,MACD_signal,MACD_hist,BB_upper,BB_middle,BB_lower,STOCH_k,STOCH_d,ticker
2021-12-16,22.0,22.0,12.734999656677246,14.729999542236328,14.729999542236328,180300,,,,,,,,,,,,,,,,BNOX
2021-12-17,13.0,14.5,12.350000381469727,13.0,13.0,67800,,,,,,,,,,,,,,,,BNOX
2021-12-20,13.0,13.0,12.25,12.850000381469727,12.850000381469727,17600,,,,,,,,,,,,,,,,BNOX
2021-12-21,12.850000381469727,13.699999809265137,12.520999908447266,12.75,12.75,26000,,,,,,,,,,,,,,,,BNOX
2021-12-22,12.539999961853027,13.300000190734863,12.34000015258789,12.399999618530273,12.399999618530273,65000,13.145999908447266,,,,,,,,,,,,,,,BNOX
2021-12-23,12.510000228881836,12.760000228881836,12.350000381469727,12.350000381469727,12.350000381469727,9400,12.670000076293945,,,,,,,,,,,,,,,BNOX
2021-12-27,12.84000015258789,12.84000015258789,12.050000190734863,12.539999961853027,12.539999961853027,39900,12.57800006866455,,,,,,,,,,,,,,,BNOX
2021-12-28,12.75,12.75,12.289999961853027,12.560999870300293,12.560999870300293,6400,12.520199966430663,,,,,,,,,,,,,,,BNOX
2021-12-29,12.600000381469727,12.649999618530273,12.350000381469727,12.380000114440918,12.380000114440918,5200,12.446199989318847,,,,,,,,,,,,,,,BNOX
2021-12-30,12.989999771118164,13.0,12.506999969482422,12.506999969482422,12.506999969482422,1300,12.467600059509277,12.806799983978271,,,,,,,,,,,,,,BNOX
2021-12-31,12.739999771118164,12.739999771118164,12.350000381469727,12.550000190734863,12.550000190734863,7800,12.507600021362304,12.588800048828125,,,,,,,,,,,,,,BNOX
2022-01-03,12.550000190734863,12.550000190734863,12.359999656677246,12.501999855041504,12.501999855041504,9600,12.5,12.539000034332275,,,,,,,,,,,,,,BNOX
2022-01-04,12.550000190734863,12.619999885559082,10.720000267028809,11.760000228881836,11.760000228881836,9000,12.339800071716308,12.430000019073486,,,,,,,,,,,,,,BNOX
2022-01-05,11.878999710083008,11.890000343322754,10.850000381469727,11.770000457763672,11.770000457763672,2300,12.21780014038086,12.332000064849854,,,,,,,,,,,,,,BNOX
2022-01-06,11.520000457763672,11.520000457763672,11.520000457763672,11.520000457763672,11.520000457763672,700,12.020400238037109,12.244000148773193,,,,,9.794587275323861,,,,,,,,,BNOX
2022-01-07,10.529999732971191,12.550000190734863,10.529999732971191,11.550000190734863,11.550000190734863,11100,11.82040023803711,12.164000129699707,,,,,10.518762505177074,,,,,,,,,BNOX
2022-01-10,12.359999656677246,12.5,11.725000381469727,11.725000381469727,11.725000381469727,7700,11.665000343322754,12.082500171661376,,,,,14.814922127224442,,,,,,,,,BNOX
2022-01-11,11.9399995803833,12.539999961853027,11.930000305175781,12.510000228881836,12.510000228881836,4700,11.815000343322755,12.077400207519531,,,,,30.852555931589038,,,,,,,47.11800024849193,32.78234319704612,BNOX
2022-01-12,13.760000228881836,13.760000228881836,12.413000106811523,12.550000190734863,12.550000190734863,7700,11.971000289916992,12.094400215148926,,,,,31.559628219293838,,,,,,,57.23867839629645,44.90087932113738,BNOX
2022-01-13,13.5,13.5,12.050000190734863,12.399999618530273,12.399999618530273,4800,12.147000122070313,12.083700180053711,12.445250082015992,,,,30.30803421115567,,,,13.783857069191198,12.445250082015992,11.106643094840786,63.9711930552757,56.10929056668803,BNOX
2022-01-14,12.420000076293945,12.585000038146973,12.420000076293945,12.420000076293945,12.420000076293945,10400,12.321000099182129,12.07070016860962,12.329750108718873,,,,30.702654941815872,,,,13.163188279281059,12.329750108718873,11.496311938156687,59.6491207350515,60.28633072887455,BNOX
2022-01-18,12.899999618530273,12.899999618530273,12.656000137329102,12.65999984741211,12.65999984741211,5100,12.507999992370605,12.08650016784668,12.312750101089478,,,,35.42762962515778,,,,13.103590905386692,12.312750101089478,11.521909296792263,60.7843079361733,61.468207242166834,BNOX
2022-01-19,12.699999809265137,12.859999656677246,11.75,12.489999771118164,12.489999771118164,6700,12.50399990081787,12.159500122070312,12.294750070571899,,,,33.67606103031511,,,,13.05151231176679,12.294750070571899,11.537987829377007,61.71310193792692,60.71551020305057,BNOX
2022-01-20,12.78499984741211,12.78499984741211,11.949999809265137,12.010000228881836,12.010000228881836,7200,12.395999908447266,12.18350009918213,12.257750082015992,,,,29.274991568882,,,,12.993942372049817,12.257750082015992,11.521557791982167,57.481938011572616,59.99311596189094,BNOX
2022-01-21,12.920000076293945,12.960000038146973,12.09000015258789,12.420000076293945,12.420000076293945,3100,12.4,12.273500061035156,12.258750104904175,,,,36.86488169552927,,,,12.995766464100548,12.258750104904175,11.521733745707802,55.0051605681221,58.066733505873884,BNOX
2022-01-24,12.420000076293945,12.532999992370605,11.510000228881836,11.803999900817871,11.803999900817871,15700,12.276799964904786,12.298900032043457,12.231450080871582,,,,31.410782195049265,,,,12.992965790166593,12.231450080871582,11.46993437157657,47.92569962924808,53.47093273631427,BNOX
2022-01-25,11.670000076293945,12.970000267028809,11.670000076293945,12.970000267028809,12.970000267028809,9500,12.338800048828125,12.423400020599365,12.252950096130371,,,,47.30339725504409,,,,13.070328737007689,12.252950096130371,11.435571455253054,57.832819244888846,53.58789314741967,BNOX
2022-01-26,12.970000267028809,12.970000267028809,11.880000114440918,11.880000114440918,11.880000114440918,1100,12.216800117492676,12.360400009155274,12.218900108337403,,,,38.35618944591592,,,,13.038845009524621,12.218900108337403,11.398955207150184,52.26006507620584,52.67286131678092,BNOX
2022-01-27,11.039999961853027,11.5,10.119999885559082,10.699999809265137,10.699999809265137,3200,11.954800033569336,12.1753999710083,12.134900093078613,,,,31.426268854856765,,,,13.183855102619042,12.134900093078613,11.085945083538185,44.4238446549521,51.505576325348926,BNOX
2022-01-28,10.850000381469727,11.390000343322754,10.850000381469727,10.850000381469727,10.850000381469727,2900,11.640800094604492,12.020400047302246,12.052050113677979,,,,33.08141010909102,,,,13.224804105727372,12.052050113677979,10.879296121628585,25.92823005011962,40.87071326042585,BNOX
2022-01-31,11.229999542236328,11.649999618530273,11.199999809265137,11.229000091552734,11.229000091552734,4300,11.525800132751465,11.901300048828125,11.986000108718873,,,,37.205512586093256,,,,13.187579454905919,11.986000108718873,10.784420762531827,22.152018291681255,30.834697665584326,BNOX
2022-02-01,11.300999641418457,11.350000381469727,10.649999618530273,11.350000381469727,11.350000381469727,1300,11.20180015563965,11.770300102233886,11.928400135040283,,,,38.5084698868591,,,,13.135947186000797,11.928400135040283,10.720853084079769,28.104403922605314,25.3948840881354,BNOX
2022-02-02,11.699999809265137,11.699999809265137,10.279999732971191,11.34000015258789,11.34000015258789,12900,11.093800163269043,11.65530014038086,11.907400131225586,,,,38.437484029958796,,,,13.140273637240602,11.907400131225586,10.67452662521057,33.45097873829829,27.902466984194955,BNOX
2022-02-03,10.75,12.369999885559082,10.635000228881836,12.0,12.0,18100,11.353800201416016,11.654300117492676,11.918900108337402,,,,45.56897966318262,-0.3209801254813254,-0.2986710944585255,-0.022309031022799852,13.15072286223724,11.918900108337402,10.687077354437564,45.2836026430544,35.612995101319335,BNOX
2022-02-04,12.989999771118164,12.989999771118164,11.6899995803833,11.6899995803833,11.6899995803833,4900,11.52180004119873,11.581300067901612,11.927400064468383,,,,43.04662310594828,-0.2962335912299068,-0.2981835938128018,0.0019500025828950163,13.150409959809574,11.927400064468383,10.704390169127192,52.25447100060794,43.66301746065354,BNOX
2022-02-07,11.6899995803833,11.6899995803833,11.6899995803833,11.6899995803833,11.6899995803833,0,11.613999938964843,11.569900035858154,11.934400033950805,,,,43.04662310594828,-0.27346939953742755,-0.29324075495772695,0.019771355420299397,13.150271273367792,11.934400033950805,10.718528794533817,58.45751868935758,51.9985307776733,BNOX
2022-02-08,11.75,12.489999771118164,11.699999809265137,12.489999771118164,12.489999771118164,8800,11.841999816894532,11.52189998626709,11.972650003433227,,,,51.14092806149731,-0.18870006718940147,-0.27233261740406184,0.08363255021466037,13.207744817962084,11.972650003433227,10.73755518890437,63.99534837303266,58.23577935433273,BNOX
2022-02-09,12.5,12.5,12.5,12.5,12.5,400,12.073999786376953,11.583899974822998,11.972149991989136,,,,51.23422764885277,-0.11933718094109125,-0.24173353011146773,0.12239634917037648,13.206382041341293,11.972149991989136,10.73791794263698,73.4030191269859,65.28529539645872,BNOX
2022-02-10,11.510000228881836,12.449999809265137,11.364999771118164,11.930000305175781,11.930000305175781,10000,12.05999984741211,11.706900024414063,11.941149997711182,,,,45.858871553084725,-0.10910313254516169,-0.2152074505982065,0.10610431805304482,13.146578511497312,11.941149997711182,10.735721483925053,76.1904841021599,71.19628386739282,BNOX
2022-02-11,11.5,11.583999633789062,10.930000305175781,10.930000305175781,10.930000305175781,7100,11.907999992370605,11.714900016784668,11.867650032043457,,,,38.27235670607394,-0.17961374269028774,-0.20808870901662274,0.028474966326335005,13.130117880059306,11.867650032043457,10.605182184027608,58.07202268349342,69.22184197087974,BNOX
